Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
Capita TfL GB;PCN-N135-LRN-76M;PCN-N135-LRN-76M | Sector 15 | Platform 3;TFLGB-PCN-N135-LRN-76M;PCN-N135-LRN-76M;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J009-DAS4;PCN-J009-DAS4 | Sector 4 | BTS Hotel;TFLGB-PCN-J009-DAS4;PCN-J009-DAS4;Priority_5;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 4;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC12-S;PCN-D101-HCU-ZDC12-S | Sector 2 | Platform 4;TFLGB-PCN-D101-HCU-ZDC12-S;PCN-D101-HCU-ZDC12-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Platform 4;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 2;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC7-M;PCN-D101-HCU-ZDC7-M | Sector 1 | Platform 3;TFLGB-PCN-D101-HCU-ZDC7-M;PCN-D101-HCU-ZDC7-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Platform 3;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 1;;Deployed;;
Capita TfL GB;PCN-J007-LRN-16S;PCN-J007-LRN-16S | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-16S;PCN-J007-LRN-16S;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J007-LRN-16M;PCN-J007-LRN-16M | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-16M;PCN-J007-LRN-16M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J008-J-WBLO-HRN-002M;PCN-J008-J-WBLO-HRN-002M | Sector 29 | West Tunnel;TFLGB-PCN-J008-J-WBLO-HRN-002M;PCN-J008-J-WBLO-HRN-002M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J011-HCU-ZDC7-S;PCN-J011-HCU-ZDC7-S | Sector 20 | Platform 1;TFLGB-PCN-J011-HCU-ZDC7-S;PCN-J011-HCU-ZDC7-S;Priority_5;London;HCU;Bermondsey;SOLiD;SOLiD HCU;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J006-J-EBLO-HRN-002S;PCN-J006-J-EBLO-HRN-002S | Sector 33 | East Tunnel;TFLGB-PCN-J006-J-EBLO-HRN-002S;PCN-J006-J-EBLO-HRN-002S;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-N135-HCU-SBDC-M1;PCN-N135-HCU-SBDC-M1 | Sector 16 | Platform 4;TFLGB-PCN-N135-HCU-SBDC-M1;PCN-N135-HCU-SBDC-M1;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-N115-LRN-104S;PCN-N115-LRN-104S | Sector 7 | Platform 6;TFLGB-PCN-N115-LRN-104S;PCN-N115-LRN-104S;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC1-M;PCN-D101-HCU-ZDC1-M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC1-M;PCN-D101-HCU-ZDC1-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J012-J-EBLO-HRN-003S;PCN-J012-J-EBLO-HRN-003S | Sector 26 | East Tunnel;TFLGB-PCN-J012-J-EBLO-HRN-003S;PCN-J012-J-EBLO-HRN-003S;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC11-S1;PCN-N115-HCU-ZDC11-S1 | Sector 6 | Platform 5;TFLGB-PCN-N115-HCU-ZDC11-S1;PCN-N115-HCU-ZDC11-S1;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC11-S2;PCN-N115-HCU-ZDC11-S2 | Sector 7 | Platform 6;TFLGB-PCN-N115-HCU-ZDC11-S2;PCN-N115-HCU-ZDC11-S2;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC5-S;PCN-D101-HCU-ZDC5-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC5-S;PCN-D101-HCU-ZDC5-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J009-LRN-67S;PCN-J009-LRN-67S | Sector 23 | Platform 1;TFLGB-PCN-J009-LRN-67S;PCN-J009-LRN-67S;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-J007-LRN-42S;PCN-J007-LRN-42S | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-LRN-42S;PCN-J007-LRN-42S;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-J009-HCU-ZDC10-S;PCN-J009-HCU-ZDC10-S | Sector 23 | Platform 1;TFLGB-PCN-J009-HCU-ZDC10-S;PCN-J009-HCU-ZDC10-S;Priority_5;London;HCU;Canada Water;SOLiD;SOLiD HCU;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-J014-J-WBLO-HRN-002M;PCN-J014-J-WBLO-HRN-002M | Sector 21 | West Tunnel;TFLGB-PCN-J014-J-WBLO-HRN-002M;PCN-J014-J-WBLO-HRN-002M;Priority_5;London;HRN;Bermondsey;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J014;RAN;Multi Techno;Repeater, Transcoder;Sector 21;;Deployed;;
Capita TfL GB;PCN-J009-DAS12;PCN-J009-DAS12 | Sector 12 | BTS Hotel;TFLGB-PCN-J009-DAS12;PCN-J009-DAS12;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J009-DAS29;PCN-J009-DAS29 | Sector 29 | BTS Hotel;TFLGB-PCN-J009-DAS29;PCN-J009-DAS29;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J009-DAS8;PCN-J009-DAS8 | Sector 8 | BTS Hotel;TFLGB-PCN-J009-DAS8;PCN-J009-DAS8;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 8;;Deployed;;
Capita TfL GB;PCN-J009-DAS31;PCN-J009-DAS31 | Sector 31 | BTS Hotel;TFLGB-PCN-J009-DAS31;PCN-J009-DAS31;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-J011-HCU-ZDC7-M;PCN-J011-HCU-ZDC7-M | Sector 20 | Platform 1;TFLGB-PCN-J011-HCU-ZDC7-M;PCN-J011-HCU-ZDC7-M;Priority_5;London;HCU;Bermondsey;SOLiD;SOLiD HCU;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-N135-HCU-ZDC13-M1;PCN-N135-HCU-ZDC13-M1 | Sector 16 | Platform 4;TFLGB-PCN-N135-HCU-ZDC13-M1;PCN-N135-HCU-ZDC13-M1;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-J007-HCU-ZDC13-S;PCN-J007-HCU-ZDC13-S | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-HCU-ZDC13-S;PCN-J007-HCU-ZDC13-S;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-J007-HCU-ZDC8-M;PCN-J007-HCU-ZDC8-M | Sector 27 | Platform 1;TFLGB-PCN-J007-HCU-ZDC8-M;PCN-J007-HCU-ZDC8-M;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J018-J-EBLO-HRN-001M;PCN-J018-J-EBLO-HRN-001M | Sector 9 | East Tunnel;TFLGB-PCN-J018-J-EBLO-HRN-001M;PCN-J018-J-EBLO-HRN-001M;Priority_5;London;HRN;Southwark;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J018;RAN;Multi Techno;Repeater, Transcoder;Sector 9;;Deployed;;
Capita TfL GB;PCN-J012-J-EBLO-HRN-002S;PCN-J012-J-EBLO-HRN-002S | Sector 25 | East Tunnel;TFLGB-PCN-J012-J-EBLO-HRN-002S;PCN-J012-J-EBLO-HRN-002S;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 25;;Deployed;;
Capita TfL GB;PCN-J009-LRN-68M;PCN-J009-LRN-68M | Sector 23 | Platform 1;TFLGB-PCN-J009-LRN-68M;PCN-J009-LRN-68M;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-J007-HCU-ZDC11-M;PCN-J007-HCU-ZDC11-M | Sector 27 | Platform 1;TFLGB-PCN-J007-HCU-ZDC11-M;PCN-J007-HCU-ZDC11-M;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J024-J-WBLO-HRN-001S;PCN-J024-J-WBLO-HRN-001S | Sector 5 | West Tunnel;TFLGB-PCN-J024-J-WBLO-HRN-001S;PCN-J024-J-WBLO-HRN-001S;Priority_5;London;HRN;Westminster;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J024;RAN;Multi Techno;Repeater, Transcoder;Sector 5;;Deployed;;
Capita TfL GB;PCN-J009-HCU-SBDC1-S;PCN-J009-HCU-SBDC1-S | Sector 24 | Ticket Hall_Escalator;TFLGB-PCN-J009-HCU-SBDC1-S;PCN-J009-HCU-SBDC1-S;Priority_5;London;HCU;Canada Water;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-J005-LRN-8S;PCN-J005-LRN-8S | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-8S;PCN-J005-LRN-8S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-J009-LRN-20M;PCN-J009-LRN-20M | Sector 24 | Ticket Hall_Escalator;TFLGB-PCN-J009-LRN-20M;PCN-J009-LRN-20M;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-N135-HCU-SBDC-M2;PCN-N135-HCU-SBDC-M2 | Sector 15 | Platform 3;TFLGB-PCN-N135-HCU-SBDC-M2;PCN-N135-HCU-SBDC-M2;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J007-LRN-42M;PCN-J007-LRN-42M | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-LRN-42M;PCN-J007-LRN-42M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-N135-LRN-73S;PCN-N135-LRN-73S | Sector 16 | Platform 4;TFLGB-PCN-N135-LRN-73S;PCN-N135-LRN-73S;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC5-M;PCN-D101-HCU-ZDC5-M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC5-M;PCN-D101-HCU-ZDC5-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-LRN-18M;PCN-D101-LRN-18M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-18M;PCN-D101-LRN-18M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J024-J-EBLO-HRN-002S;PCN-J024-J-EBLO-HRN-002S | Sector 4 | East Tunnel;TFLGB-PCN-J024-J-EBLO-HRN-002S;PCN-J024-J-EBLO-HRN-002S;Priority_5;London;HRN;Westminster;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J024;RAN;Multi Techno;Repeater, Transcoder;Sector 4;;Deployed;;
Capita TfL GB;PCN-J013-LRN-47S;PCN-J013-LRN-47S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-47S;PCN-J013-LRN-47S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J012-J-EBLO-HRN-003M;PCN-J012-J-EBLO-HRN-003M | Sector 26 | East Tunnel;TFLGB-PCN-J012-J-EBLO-HRN-003M;PCN-J012-J-EBLO-HRN-003M;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-N115-LRN-100S;PCN-N115-LRN-100S | Sector 6 | Platform 5;TFLGB-PCN-N115-LRN-100S;PCN-N115-LRN-100S;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J011-LRN-40S;PCN-J011-LRN-40S | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-40S;PCN-J011-LRN-40S;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J008-J-EBLO-HRN-003M;PCN-J008-J-EBLO-HRN-003M | Sector 30 | East Tunnel;TFLGB-PCN-J008-J-EBLO-HRN-003M;PCN-J008-J-EBLO-HRN-003M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 30;;Deployed;;
Capita TfL GB;PCN-J006-J-EBLO-HRN-001M;PCN-J006-J-EBLO-HRN-001M | Sector 33 | East Tunnel;TFLGB-PCN-J006-J-EBLO-HRN-001M;PCN-J006-J-EBLO-HRN-001M;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-J007-HCU-ZDC4-S;PCN-J007-HCU-ZDC4-S | Sector 27 | Platform 1;TFLGB-PCN-J007-HCU-ZDC4-S;PCN-J007-HCU-ZDC4-S;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J022-J-WBLO-HRN-001S;PCN-J022-J-WBLO-HRN-001S | Sector 13 | West Tunnel;TFLGB-PCN-J022-J-WBLO-HRN-001S;PCN-J022-J-WBLO-HRN-001S;Priority_5;London;HRN;Waterloo;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J022;RAN;Multi Techno;Repeater, Transcoder;Sector 13;;Deployed;;
Capita TfL GB;PCN-J005-LRN-65M;PCN-J005-LRN-65M | Sector 31 | Platform;TFLGB-PCN-J005-LRN-65M;PCN-J005-LRN-65M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-D101-LRN-53S;PCN-D101-LRN-53S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-53S;PCN-D101-LRN-53S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC9-S;PCN-D101-HCU-ZDC9-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC9-S;PCN-D101-HCU-ZDC9-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC2-M;PCN-J013-HCU-ZDC2-M | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-ZDC2-M;PCN-J013-HCU-ZDC2-M;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J005-LRN-8M;PCN-J005-LRN-8M | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-8M;PCN-J005-LRN-8M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-D101-LRN-70M;PCN-D101-LRN-70M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-70M;PCN-D101-LRN-70M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC2-S;PCN-J013-HCU-ZDC2-S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-ZDC2-S;PCN-J013-HCU-ZDC2-S;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J007-LRN-45S;PCN-J007-LRN-45S | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-LRN-45S;PCN-J007-LRN-45S;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-N135-LRN-76S;PCN-N135-LRN-76S | Sector 15 | Platform 3;TFLGB-PCN-N135-LRN-76S;PCN-N135-LRN-76S;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J005-LRN-63M;PCN-J005-LRN-63M | Sector 31 | Platform;TFLGB-PCN-J005-LRN-63M;PCN-J005-LRN-63M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-J018-J-EBLO-HRN-001S;PCN-J018-J-EBLO-HRN-001S | Sector 9 | East Tunnel;TFLGB-PCN-J018-J-EBLO-HRN-001S;PCN-J018-J-EBLO-HRN-001S;Priority_5;London;HRN;Southwark;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J018;RAN;Multi Techno;Repeater, Transcoder;Sector 9;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC7-M;PCN-J013-HCU-ZDC7-M | Sector 11 | Platform 2;TFLGB-PCN-J013-HCU-ZDC7-M;PCN-J013-HCU-ZDC7-M;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Platform 2;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 11;;Deployed;;
Capita TfL GB;PCN-J011-LRN-19S;PCN-J011-LRN-19S | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-19S;PCN-J011-LRN-19S;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J009-DAS27;PCN-J009-DAS27 | Sector 27 | BTS Hotel;TFLGB-PCN-J009-DAS27;PCN-J009-DAS27;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
